age,height_cm,weight_kg,overall,potential,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,is_not_gk,value
25,188,82,67,72,1200000.0,52.0,29.0,31.0,43.0,65.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,850000
29,193,88,76,76,12800000.0,72.0,75.0,69.0,74.0,45.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7500000
22,181,70,62,69,723000.0,73.0,59.0,46.0,64.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,425000
22,178,74,64,77,2100000.0,64.0,51.0,58.0,61.0,58.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,775000
25,182,75,71,74,4600000.0,83.0,62.0,65.0,69.0,66.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2400000
26,183,82,74,78,9500000.0,66.0,45.0,56.0,56.0,72.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6000000
18,183,68,63,77,1900000.0,73.0,57.0,58.0,66.0,33.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,750000
30,182,73,60,60,350000.0,65.0,58.0,43.0,60.0,22.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200000
29,183,78,65,65,850000.0,73.0,33.0,55.0,50.0,65.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,425000
25,168,65,67,69,1400000.0,80.0,57.0,64.0,68.0,35.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,925000
20,184,70,59,74,609000.0,57.0,23.0,35.0,37.0,57.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,325000
36,175,80,71,71,1200000.0,60.0,73.0,72.0,74.0,55.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,800000
28,172,73,53,56,86000.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,60.0,45.0,50.0,26.0,49.0,0.0,50000
26,193,89,67,70,1300000.0,51.0,28.0,40.0,36.0,67.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,850000
26,176,62,64,65,1200000.0,82.0,58.0,62.0,67.0,60.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,525000
35,172,72,76,76,6800000.0,74.0,71.0,75.0,79.0,60.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3400000
22,189,77,51,58,73000.0,51.0,50.0,32.0,45.0,23.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50000
28,181,78,64,65,530000.0,74.0,36.0,55.0,62.0,63.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400000
25,186,79,62,68,435000.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,58.0,60.0,68.0,46.0,55.0,0.0,300000
29,183,75,70,70,2700000.0,92.0,64.0,62.0,66.0,54.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1700000
18,181,72,53,75,343000.0,56.0,51.0,36.0,53.0,20.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140000
22,175,67,60,70,504000.0,71.0,58.0,48.0,61.0,22.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,325000
21,185,80,52,62,116000.0,62.0,41.0,47.0,53.0,41.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80000
22,188,84,68,77,2200000.0,58.0,54.0,71.0,63.0,62.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1400000
17,180,65,50,67,109000.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,47.0,47.0,50.0,43.0,49.0,0.0,50000
30,178,71,63,63,525000.0,56.0,41.0,57.0,62.0,66.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350000
18,185,83,69,86,4500000.0,79.0,32.0,52.0,56.0,67.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000000
21,178,78,72,80,11200000.0,76.0,70.0,56.0,73.0,39.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4700000
28,172,64,64,64,438000.0,70.0,44.0,58.0,68.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350000
28,178,65,68,68,1700000.0,77.0,62.0,63.0,69.0,28.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,900000
25,186,77,77,82,25000000.0,44.0,67.0,67.0,69.0,71.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11500000
19,185,75,62,78,1200000.0,64.0,42.0,53.0,56.0,60.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600000
29,185,79,79,79,25600000.0,76.0,76.0,76.0,79.0,41.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12500000
18,184,79,55,58,183000.0,79.0,53.0,34.0,45.0,18.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100000
36,184,78,64,64,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,61.0,60.0,67.0,44.0,64.0,0.0,60000
20,182,76,55,64,175000.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,55.0,55.0,30.0,55.0,0.0,100000
29,177,73,62,62,357000.0,70.0,51.0,58.0,59.0,57.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230000
27,188,93,70,71,2700000.0,65.0,47.0,55.0,60.0,68.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1700000
27,168,65,76,76,12800000.0,71.0,69.0,76.0,81.0,36.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8000000
26,181,77,62,66,639000.0,57.0,48.0,57.0,60.0,57.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350000
31,187,73,66,66,719000.0,70.0,68.0,46.0,60.0,21.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,575000
26,186,86,67,70,1500000.0,61.0,68.0,54.0,64.0,34.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,975000
25,174,70,64,67,949000.0,66.0,56.0,60.0,60.0,62.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550000
18,180,75,62,78,1300000.0,62.0,26.0,44.0,54.0,61.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,575000
22,187,77,65,76,1300000.0,77.0,61.0,61.0,67.0,43.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,925000
26,169,65,68,69,2000000.0,79.0,54.0,63.0,72.0,39.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
22,172,64,63,70,1000000.0,88.0,52.0,55.0,68.0,42.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,525000
30,181,78,75,75,10500000.0,67.0,61.0,73.0,73.0,75.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5500000
36,185,79,67,67,145000.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,66.0,65.0,65.0,46.0,71.0,0.0,100000
22,191,73,67,77,2300000.0,74.0,62.0,64.0,68.0,60.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200000
32,178,73,67,67,675000.0,46.0,45.0,53.0,48.0,67.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500000
22,178,68,66,75,1900000.0,67.0,33.0,56.0,59.0,65.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,900000
28,190,78,73,75,6900000.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,70.0,64.0,76.0,55.0,71.0,0.0,3500000
27,184,76,66,67,1200000.0,65.0,59.0,63.0,63.0,60.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,725000
24,190,88,66,70,1700000.0,63.0,64.0,47.0,60.0,34.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,850000
28,197,88,62,64,442000.0,53.0,24.0,36.0,32.0,59.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,290000
33,193,92,65,65,508000.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,62.0,67.0,75.0,60.0,57.0,0.0,290000
35,181,75,69,69,532000.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,62.0,77.0,76.0,31.0,55.0,0.0,280000
37,178,82,75,75,3300000.0,67.0,76.0,68.0,73.0,33.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2400000
26,183,79,75,78,1200000.0,73.0,72.0,71.0,72.0,42.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
22,176,73,75,85,20000000.0,70.0,60.0,70.0,75.0,70.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10500000
27,174,69,70,72,2900000.0,72.0,61.0,69.0,66.0,62.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1700000
19,181,74,60,76,750000.0,73.0,24.0,39.0,41.0,61.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400000
24,190,90,66,70,1200000.0,57.0,49.0,51.0,51.0,63.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,750000
20,177,71,62,73,1200000.0,60.0,51.0,64.0,64.0,37.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,525000
19,190,80,71,85,12500000.0,55.0,48.0,67.0,67.0,67.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4600000
20,183,75,53,70,285000.0,57.0,22.0,36.0,41.0,51.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120000
28,180,75,69,70,1400000.0,65.0,57.0,68.0,66.0,64.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950000
30,186,87,63,63,338000.0,58.0,52.0,54.0,51.0,60.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,270000
26,178,71,60,64,390000.0,66.0,54.0,57.0,47.0,57.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,240000
29,182,76,66,66,1100000.0,65.0,66.0,57.0,63.0,26.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,650000
26,174,75,74,75,8700000.0,72.0,60.0,68.0,67.0,72.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5500000
26,176,73,68,69,1200000.0,76.0,66.0,66.0,71.0,32.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
26,179,71,70,71,4300000.0,78.0,68.0,65.0,71.0,33.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2100000
31,180,80,74,74,9000000.0,65.0,76.0,62.0,67.0,40.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5000000
21,179,79,62,77,1300000.0,73.0,58.0,57.0,61.0,51.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,675000
22,178,74,62,74,1200000.0,70.0,64.0,49.0,65.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550000
20,180,72,55,66,189000.0,83.0,29.0,42.0,50.0,50.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130000
21,188,72,65,77,1200000.0,52.0,51.0,59.0,60.0,64.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,850000
28,175,65,67,67,1400000.0,78.0,60.0,64.0,66.0,45.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,775000
29,179,77,68,68,979000.0,73.0,52.0,60.0,62.0,66.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,675000
32,180,74,63,63,250000.0,53.0,23.0,48.0,53.0,58.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200000
25,174,70,82,83,51000000.0,92.0,75.0,75.0,86.0,42.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26500000
20,183,77,76,86,20900000.0,79.0,53.0,71.0,76.0,74.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11000000
26,180,77,71,74,4900000.0,69.0,28.0,59.0,61.0,70.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2600000
19,188,80,60,71,486000.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,63.0,54.0,57.0,52.0,61.0,0.0,270000
30,175,72,72,72,5200000.0,52.0,62.0,70.0,70.0,73.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2900000
20,173,66,61,74,1100000.0,69.0,47.0,58.0,67.0,37.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,475000
27,183,75,68,68,2000000.0,69.0,64.0,62.0,70.0,37.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950000
20,184,80,61,74,1200000.0,64.0,34.0,58.0,56.0,61.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,425000
24,176,72,71,78,1200000.0,65.0,57.0,70.0,69.0,68.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000000
23,175,68,64,71,788000.0,67.0,30.0,55.0,53.0,61.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,525000
22,179,80,69,76,2100000.0,62.0,33.0,43.0,49.0,68.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1300000
27,184,80,73,76,1200000.0,58.0,64.0,69.0,67.0,70.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4000000
33,178,77,71,71,1300000.0,70.0,54.0,60.0,60.0,69.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,900000
32,191,89,66,66,656000.0,33.0,28.0,51.0,51.0,66.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,375000
30,186,80,64,64,574000.0,52.0,65.0,51.0,59.0,30.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,425000
30,187,78,66,66,594000.0,64.0,55.0,57.0,60.0,63.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,475000
36,185,77,71,71,455000.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,68.0,75.0,72.0,31.0,71.0,0.0,325000
30,175,74,65,65,1200000.0,58.0,65.0,63.0,67.0,30.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500000
24,180,79,62,68,683000.0,76.0,38.0,53.0,61.0,57.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350000
38,186,85,68,68,87000.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,65.0,68.0,69.0,39.0,65.0,0.0,60000
32,184,74,77,77,1200000.0,73.0,76.0,63.0,72.0,35.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
27,184,76,68,69,1300000.0,69.0,46.0,56.0,62.0,70.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,825000
33,193,80,84,84,33200000.0,60.0,84.0,71.0,75.0,46.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19500000
31,174,66,62,62,363000.0,72.0,49.0,59.0,59.0,55.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220000
22,189,90,74,80,16500000.0,79.0,75.0,67.0,75.0,29.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7500000
31,178,71,67,67,1000000.0,77.0,61.0,64.0,68.0,36.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,675000
21,185,74,59,67,1200000.0,82.0,56.0,41.0,60.0,27.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230000
20,185,85,59,69,418000.0,54.0,32.0,46.0,46.0,56.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220000
24,186,76,64,67,1000000.0,62.0,61.0,50.0,61.0,24.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,575000
26,179,75,68,69,2100000.0,82.0,60.0,62.0,68.0,45.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
27,180,74,61,61,377000.0,60.0,47.0,60.0,66.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260000
24,170,58,64,69,915000.0,79.0,51.0,56.0,69.0,34.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600000
24,178,63,58,66,273000.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,56.0,54.0,62.0,28.0,58.0,0.0,140000
21,187,86,62,75,1200000.0,64.0,60.0,51.0,64.0,22.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600000
27,197,86,77,80,16600000.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,73.0,70.0,78.0,34.0,76.0,0.0,8000000
31,178,85,67,67,979000.0,64.0,63.0,65.0,75.0,57.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,675000
27,180,75,64,64,563000.0,81.0,39.0,56.0,61.0,60.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,375000
30,170,62,68,68,1700000.0,81.0,53.0,62.0,72.0,35.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,850000
32,185,80,74,74,6500000.0,57.0,30.0,62.0,66.0,74.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3200000
25,182,70,63,66,1200000.0,65.0,62.0,63.0,63.0,46.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
23,179,65,65,70,1000000.0,83.0,54.0,62.0,64.0,37.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,725000
22,183,77,76,83,16000000.0,65.0,34.0,50.0,57.0,76.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000000
24,184,75,66,70,1100000.0,64.0,33.0,53.0,61.0,66.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700000
33,190,84,79,79,13700000.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,74.0,82.0,82.0,44.0,81.0,0.0,6500000
22,185,71,56,67,1200000.0,69.0,35.0,43.0,54.0,53.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140000
33,180,66,72,72,3200000.0,74.0,63.0,65.0,79.0,19.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1900000
34,185,84,64,64,175000.0,40.0,50.0,62.0,51.0,60.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140000
31,165,68,85,85,57800000.0,89.0,78.0,81.0,86.0,39.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34000000
21,174,69,67,77,1200000.0,73.0,50.0,55.0,66.0,63.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
23,194,80,63,69,866000.0,71.0,62.0,43.0,52.0,31.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,525000
30,193,78,61,61,300000.0,69.0,62.0,37.0,52.0,23.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,240000
34,188,89,74,74,4000000.0,52.0,38.0,46.0,53.0,75.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2100000
18,196,73,51,64,143000.0,60.0,22.0,32.0,36.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60000
19,191,78,51,62,73000.0,58.0,26.0,31.0,38.0,51.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50000
22,190,82,72,80,7900000.0,71.0,37.0,58.0,64.0,71.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3900000
27,184,73,70,71,2800000.0,67.0,64.0,66.0,69.0,60.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000000
28,193,89,70,70,2500000.0,50.0,30.0,45.0,41.0,70.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1600000
24,179,68,66,71,1400000.0,74.0,54.0,62.0,71.0,50.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,850000
20,171,65,57,68,360000.0,63.0,48.0,57.0,64.0,46.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180000
19,184,79,54,66,212000.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,58.0,53.0,45.0,21.0,52.0,0.0,90000
29,188,82,75,75,10400000.0,67.0,71.0,65.0,70.0,75.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6500000
21,190,83,54,68,326000.0,74.0,47.0,39.0,51.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150000
24,183,79,73,79,9600000.0,84.0,69.0,58.0,72.0,31.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5500000
17,175,68,53,71,237000.0,62.0,40.0,50.0,60.0,48.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120000
32,187,78,66,66,761000.0,69.0,65.0,60.0,63.0,49.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,525000
24,183,80,65,71,1500000.0,66.0,67.0,65.0,63.0,34.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,750000
21,180,75,55,68,353000.0,48.0,57.0,39.0,52.0,21.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170000
19,186,80,74,85,16200000.0,69.0,33.0,54.0,66.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8500000
26,180,65,69,71,1600000.0,75.0,53.0,62.0,70.0,64.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000
28,179,77,68,70,1200000.0,54.0,51.0,59.0,59.0,67.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,900000
25,174,70,67,69,1400000.0,82.0,60.0,62.0,69.0,41.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,925000
24,186,75,76,82,20700000.0,64.0,40.0,62.0,64.0,74.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9000000
27,181,76,63,63,495000.0,63.0,42.0,42.0,48.0,61.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300000
36,188,90,65,65,122000.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,66.0,62.0,67.0,45.0,63.0,0.0,90000
22,186,81,69,80,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,66.0,67.0,72.0,34.0,66.0,0.0,1400000
31,173,72,73,73,1200000.0,66.0,48.0,66.0,65.0,71.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
25,172,73,66,70,1000000.0,77.0,40.0,57.0,70.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,675000
31,193,86,84,84,38900000.0,63.0,58.0,52.0,61.0,84.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21000000
29,184,77,66,66,775000.0,59.0,62.0,63.0,61.0,65.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500000
34,168,70,69,69,618000.0,33.0,64.0,72.0,67.0,66.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,325000
33,183,81,72,72,2200000.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,68.0,75.0,77.0,42.0,70.0,0.0,1700000
30,183,81,65,65,825000.0,62.0,56.0,62.0,64.0,60.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500000
20,168,65,55,69,385000.0,69.0,46.0,55.0,56.0,40.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190000
18,168,65,50,65,131000.0,51.0,49.0,48.0,61.0,17.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60000
26,191,79,68,70,2300000.0,75.0,65.0,53.0,64.0,27.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
19,178,61,56,70,455000.0,59.0,28.0,34.0,35.0,61.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180000
28,176,63,68,68,1500000.0,82.0,54.0,62.0,69.0,53.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,900000
26,178,73,57,58,219000.0,76.0,54.0,44.0,59.0,21.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120000
31,178,70,61,61,1200000.0,70.0,50.0,58.0,61.0,45.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
19,170,62,64,72,1200000.0,59.0,53.0,62.0,69.0,33.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,650000
25,192,90,71,74,4900000.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,70.0,70.0,75.0,30.0,63.0,0.0,2200000
23,193,74,61,71,540000.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,59.0,61.0,64.0,29.0,62.0,0.0,300000
26,182,80,60,63,420000.0,82.0,27.0,35.0,41.0,58.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230000
24,190,90,69,74,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,68.0,60.0,71.0,38.0,64.0,0.0,1100000
18,175,68,52,62,105000.0,67.0,35.0,42.0,53.0,49.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60000
20,181,70,69,77,2700000.0,77.0,65.0,55.0,67.0,28.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1600000
25,185,83,77,83,1200000.0,68.0,48.0,53.0,57.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10500000
29,172,70,74,74,9400000.0,79.0,71.0,70.0,76.0,32.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5500000
32,183,79,65,65,574000.0,66.0,65.0,44.0,61.0,32.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,425000
27,188,76,76,77,14800000.0,62.0,52.0,55.0,57.0,77.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7500000
31,185,76,68,68,960000.0,62.0,54.0,63.0,70.0,59.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600000
23,180,82,68,74,1600000.0,70.0,43.0,60.0,53.0,67.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000
20,185,78,74,84,20700000.0,70.0,77.0,61.0,73.0,32.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9000000
25,174,71,68,70,1900000.0,67.0,59.0,66.0,66.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
29,181,76,67,67,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,54.0,78.0,68.0,43.0,65.0,0.0,525000
33,185,78,66,66,455000.0,45.0,33.0,49.0,51.0,65.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260000
34,183,77,65,65,297000.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,61.0,63.0,61.0,45.0,65.0,0.0,220000
34,170,68,73,73,2200000.0,88.0,68.0,68.0,77.0,67.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
23,178,72,61,69,638000.0,69.0,52.0,57.0,65.0,57.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,375000
17,177,78,61,77,1300000.0,64.0,58.0,57.0,63.0,52.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500000
22,177,79,71,77,4700000.0,64.0,50.0,64.0,65.0,67.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2800000
29,187,70,70,70,2400000.0,68.0,36.0,63.0,65.0,69.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1300000
23,183,79,66,74,1500000.0,52.0,31.0,42.0,41.0,66.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,825000
23,186,80,73,79,9900000.0,79.0,72.0,67.0,75.0,23.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5500000
